Station ID,Station Name,Address,Total Docks,Docks in Service,Status,Longitude,Latitude
118,Calumet Ave & 33rd St,Calumet Ave & 33rd St,11,10,in service,-87.61793,41.8349
218,Calumet Ave & 35th St,Calumet Ave & 35th St,15,15,in service,-87.618034,41.831379
261,Calumet Ave & 51st St,Calumet Ave & 51st St,15,15,in service,-87.61805358,41.80229465
122,Campbell Ave & North Ave,Campbell Ave & North Ave,15,14,in service,-87.689556,41.910535
145,Canal St & Adams St,Canal St & Adams St,47,47,in service,-87.639904,41.879255
127,Canal St & Harrison St,Canal St & Harrison St,15,14,in service,-87.639573,41.874255
63,Canal St & Jackson Blvd,Canal St & Jackson Blvd,39,37,in service,-87.639366,41.877245
132,Canal St & Madison St,Canal St & Madison St,35,34,in service,-87.639833,41.882091
144,Canal St & Monroe St (*),Canal St & Monroe St (*),28,1,in service,-87.639507,41.880381
260,Canal St & Taylor St,Canal St & Taylor St,15,15,in service,-87.639474,41.870257
75,Carpenter St & Huron St,Carpenter St & Huron St,19,17,in service,-87.653449,41.894556
308,Central Ave & Chicago Ave,Central Ave & Chicago Ave,11,11,in service,-87.764902,41.894958
299,Central Ave & Harrison St,Central Ave & Harrison St,11,9,in service,-87.764499,41.872993
289,Central Ave & Lake St,Central Ave & Lake St,11,10,in service,-87.765469,41.887664
300,Central Ave & Madison St,Central Ave & Madison St,11,10,in service,-87.763238,41.880121
271,Central Park Ave & 24th St,Central Park Ave & 24th St,11,10,in service,-87.715068,41.8481
328,Central Park Ave & Bloomingdale Ave,Central Park Ave & Bloomingdale Ave,11,11,in service,-87.716755,41.914166
280,Central Park Ave & North Ave,Central Park Ave & North Ave,15,15,in service,-87.71663195,41.90965688
269,Central Park Ave & Ogden Ave,Central Park Ave & Ogden Ave,15,14,in service,-87.71540584,41.85420431
291,Central Park Blvd & 5th Ave,Central Park Blvd & 5th Ave,11,10,in service,-87.71547,41.875679
296,Cicero Ave & Flournoy St,Cicero Ave & Flournoy St,11,11,in service,-87.746619,41.872131
287,Cicero Ave & Lake St,Cicero Ave & Lake St,11,10,in service,-87.745261,41.886841
297,Cicero Ave & Quincy St,Cicero Ave & Quincy St,11,11,in service,-87.745405,41.877613
149,Cityfront Plaza Dr & Pioneer Ct,Cityfront Plaza Dr & Pioneer Ct,23,22,in service,-87.622072,41.890573
121,Claremont Ave & Hirsch St,1451 N Claremont Ave,11,11,in service,-87.685854,41.907781
247,Clark St & 9th St (AMLI),Clark St & 9th St (AMLI),15,14,in service,-87.631246,41.870816
77,Clark St & Armitage Ave,Clark St & Armitage Ave,31,29,in service,-87.636282,41.918306
220,Clark St & Chicago Ave,Clark St & Chicago Ave,19,17,in service,-87.630931,41.896544
43,Clark St & Congress Pkwy,Clark St & Congress Pkwy,35,33,in service,-87.63058454,41.87593267
134,Clark St & Elm St,Clark St & Elm St,38,36,in service,-87.63128,41.902973
31,Clark St & Lake St,Clark St & Lake St,27,26,in service,-87.63087606,41.88602083
112,Clark St & Lincoln Ave,Clark St & Lincoln Ave,23,23,in service,-87.6346,41.915689
100,Clark St & North Ave,Clark St & North Ave,15,14,in service,-87.631942,41.911974
44,Clark St & Randolph St,120 W. Randolph St.,39,39,in service,-87.63188991,41.88457623
209,Clark St & Schiller St,Clark St & Schiller St,19,19,in service,-87.631501,41.907993
172,Clifton Ave & Armitage Ave,Clifton Ave & Armitage Ave,15,15,in service,-87.656936,41.918216
128,Clinton St & 18th St,Clinton St & 18th St,15,14,in service,-87.640826,41.85795
327,Clinton St & Jackson Blvd (*),Clinton St & Jackson Blvd (*),16,15,in service,-87.640977,41.878419
56,Clinton St & Lake St,Clinton St & Lake St,23,21,in service,-87.641823,41.885637
65,Clinton St & Madison St,5 N Clinton St,31,29,in service,-87.641066,41.882242
83,Clinton St & Polk St (*),Clinton St & Polk St (*),16,15,in service,-87.64094913,41.87146652
50,Clinton St & Roosevelt Rd,559 W Roosevelt Rd,15,15,in service,-87.64108796,41.86711778
57,Clinton St & Tilden St,520 W Tilden St,23,21,in service,-87.640795,41.875885
74,Clinton St & Washington Blvd,109 N Clinton St,31,29,in service,-87.64117,41.88338
110,Clybourn Ave & Division St,Clybourn Ave & Division St,15,15,in service,-87.640552,41.904613
148,Columbus Dr & Randolph St,Columbus Dr & Randolph St,55,51,in service,-87.619521,41.884728
284,Conservatory Dr & Lake St,Conservatory Dr & Lake St,15,15,in service,-87.716866,41.885502
263,Cornell Ave & Hyde Park Blvd,Cornell Ave & Hyde Park Blvd,18,18,in service,-87.586924,41.802406
189,Cottage Grove Ave & 43rd St,Cottage Grove Ave & 43rd St,11,10,in service,-87.606582,41.816499
219,Cottage Grove Ave & 47th St,Off Street,15,15,in service,-87.606755,41.809855
228,Cottage Grove Ave & 51st St,Off Street,15,15,in service,-87.606615,41.803038
186,Cottage Grove Ave & Oakwood Blvd,Cottage Grove Ave & Oakwood Blvd,15,15,in service,-87.6071,41.822985
67,Daley Center Plaza,Daley Center Plaza,39,38,in service,-87.629634,41.884241
312,Damen Ave & 51st St,Damen Ave & 51st St,11,10,in service,-87.674684,41.800908
